title,sinopse,genres,title_url
The Holy Man,"
Todd Lawrence's best days are behind him. Formerly one of the most celebrated Mixed Martial Arts stars of his time, Todd is now faint memory in the sport that he once loved so much. But when his estranged son returns him to the ring as his trainer, Todd gets one last chance at glory and redemption.","
Action, Drama, Sport            ",https://www.imdb.com/title/tt1503790/
Millie,"
Brad Johnson is a successful young manager who owns a millions dollar heavy company. He believes the key to his success was trusting in the forecasts of his computers. So he wants to use ...                <a href=""/title/tt0098079/plotsummary"">See full summary</a> »
","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt7942820/
Naked Women's Wrestling League: Vegas Stripped,"
This is the story of a man who is fighting for more than just a world boxing championship.","
Sport            ",https://www.imdb.com/title/tt14927456/
Out of Sight II,"
The story of legendary female pro-wrestler Mildred Burke, who pioneered the sport for women in the 1930s-1950s. Based on the book ""Queen Of The Ring"" and Millie's unpublished auto-biography manuscript.","
Sport            ",https://www.imdb.com/title/tt4256748/
Coxless Pair,"
        <a href=""/updates?update=tt14927456%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt1075116/
The Real Thing,"
The Real Thing is the first feature length bouldering move ever. Britain's top rock climbers Jerry Moffat and Ben Moon take you on a roller-coaster road trip from the classic grit-stone ...                <a href=""/title/tt3816492/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt3816492/
O Presidente do Borgorosso Football Club,"
Hilarious comedy about the world of football fans. Alberto Sordi is known in Italy, not only for his many comical and dramatic film roles, but also for playing parts that reflected the new ...                <a href=""/title/tt0066243/plotsummary"">See full summary</a> »
","
Comedy, Sport            ",https://www.imdb.com/title/tt0066243/
Mr. Celebrity,"
The grandparents, Daniel Mason(<a href=""/name/nm0356620"">William Halligan</a>) and Mrs. Mason (<a href=""/name/nm0871577"">Laura Treadwell</a>) of Danny Mason (<a href=""/name/nm0377986"">Robert 'Buzz' Henry</a>)), an orphaned boy, are trying to have him put into their custody ...                <a href=""/title/tt0035089/plotsummary"">See full summary</a> »
","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt0035089/
The Coach,"
A town hires an Olympic track star named Randy Rawlings to coach the high school basketball team. Randy is hired sight unseen and the town does not know Randy is a woman. The town immediately tries to force her out as soon as she arrives.","
Drama, Sport            ",https://www.imdb.com/title/tt0170709/
Histórias de Futebol,"
Three vignettes about the lives of young Chileans and their passions and frustrations over one of the century's most important rituals.","
Drama, Sport            ",https://www.imdb.com/title/tt0119297/
Goin Ape,"
An out of work painter is driven over the edge when he stumbles on a teen porn ring.","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt4590360/
The Beast in Me,"
Story follows an out-of-work steel worker as he struggles to provide for his family and avenge his brother's death by fighting in a mixed martial-arts match against a dangerous opponent.","
Action, Drama, Sport            ",https://www.imdb.com/title/tt7708226/
Racing Lady,"
In a film advertised and sold as a Damon Runyon story, but actually combined elements from his ""All Scarlet"" and another story written by J. Robert Bren and Norman Houston called ""Odds Are ...                <a href=""/title/tt0028153/plotsummary"">See full summary</a> »
","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt0028153/
Hold That Line,"
In a precursor to Trading Places (1983), the Bowery Boys are enrolled in a fancy college by a pair of rich snobs who think they can turn the Boys into classy guys. Sach becomes a football ...                <a href=""/title/tt0044714/plotsummary"">See full summary</a> »
","
Action, Comedy, Sport            ",https://www.imdb.com/title/tt0044714/
Changing Tides,"
A hot tempered Californian surf star is sent to Fryeburg Maine for the summer to learn values as a camp counselor.","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt7211552/
High Gear,"
When Mark 'High Gear' Sherrod (Murray) looses his nerve, the race car driver takes a job driving a taxi, but when he befriends a cute reporter and the young handicapped son of a deceased driver, he attempts to return to the track.","
Action, Adventure, Crime            ",https://www.imdb.com/title/tt0024119/
Fast Life,"
Two sailors are leaving the US Navy after 10 years. In their spare time, one of them (Haines) invents a carburetor that should increase the speed that powered boats will run, but all that ...                <a href=""/title/tt0022882/plotsummary"">See full summary</a> »
","
Comedy, Romance, Sport            ",https://www.imdb.com/title/tt0022882/
Gegengerade,"
        <a href=""/updates?update=tt1688644%3Aoutlines.add.1"">Add a Plot</a>
","
Action, Drama, Sport            ",https://www.imdb.com/title/tt1688644/
Run to Daylight,"
A look at the life of American football coach Vince Lombardi who led the Green Bay Packers to three straight championships in the 1960s.","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt3385454/
The Rhino Brothers,"
A story of a Canadian family and one son's journey to make it to play in a professional hockey league. Supported and hindered by his immediate family, Stephan Kanachowski experiences a ...                <a href=""/title/tt0286922/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt0286922/
Pharmboy,"
Pharmboy is the story of Gunner Barrett, a rural high school student born addicted to prescription pain medications. The film explores the challenging life of a 16 year old boy, the obstacles he has faced, and his path to redemption.","
Drama, Family, Sport            ",https://www.imdb.com/title/tt2619066/
Right to the Heart,"
John T. Bromley III is a young man from high society who is physically humiliated by a prizefighter before his socialite sweetheart, Jenny Killian. He goes to a training camp to redeem his ...                <a href=""/title/tt0035256/plotsummary"">See full summary</a> »
","
Comedy, Romance, Sport            ",https://www.imdb.com/title/tt0035256/
Love Fight,"
        <a href=""/updates?update=tt1313144%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt1313144/
Spirit of Love: The Mike Glenn Story,"
NBA player Mike ""Stinger"" Glenn plays himself in this wonderful film inspired by his real life basketball camps for the deaf and hard of hearing. In a unique casting deaf and hard of ...                <a href=""/title/tt2362354/plotsummary"">See full summary</a> »
","
Family, Sport            ",https://www.imdb.com/title/tt2362354/
Fuertes,"
When war broke out, a group of soccer players changed the playing field for the battlefield to win one of the most remembered battles in the history of Bolivia. Based on real events, FUERTES tells a glorious episode of courage and passion.","
Sport, War            ",https://www.imdb.com/title/tt8099190/
The Italians Are Coming,"
An Italian water-polo team arrives at Givat Hashlosha Kibbutz for training camp. Amos, the Kibbutz team coach, is an impressive, talented and charming man, undergoing his mid -life crisis. ...                <a href=""/title/tt0116663/plotsummary"">See full summary</a> »
","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt0116663/
The Fugees,"
A Jordanian soccer coach forms a team made up of kids from war-torn regions who are placed in the U.S. city of Clarkston, Georgia.","
Drama, Sport            ",https://www.imdb.com/title/tt0985017/
The Great Game,"
The wealthy chairman of First Division Football Club, Burnville United, makes an unethical approach to a star player of another club, and the ensuing scandal costs him his job.","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt0045838/
Knockout,"
A prize-fighter falls under the nefarious influence of an unscrupulous boxing promoter-manager, to the detriment of his marriage.","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt0033795/
Panic on the Air,"
A radio commentator turns sleuth in a case involving kidnap ransom, murder, and a mysterious five dollar bill.","
Comedy, Crime, Drama            ",https://www.imdb.com/title/tt0028083/
Kisarazu Cat's Eye: Nihon Series,"
A TV special aired after a very successful series ""Kisarazu Cat's Eye"". Bussan learns that he has just a year to live and decides to spend that time with his band ""Kisarazu Cat's Eye"" enjoying various funny adventures with his friends.","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt0807715/
Kentucky Blue Streak,"
Mary Bradley leaves her family's farm in Cloverdale, Kentucky to visit her brother Johnny, a jockey, in San Francisco. Their reunion is interrupted by Harry Johnson, who tries to convince ...                <a href=""/title/tt0026563/plotsummary"">See full summary</a> »
","
Action, Crime, Drama            ",https://www.imdb.com/title/tt0026563/
The 90 Minute War,"
The Israeli-Palestinian conflict has lasted 100 years. 100 years of war, bloodshed, bitterness, suffering. 100 years of stalemate, intransigence and failed peace deals. And now, it's all ...                <a href=""/title/tt4967126/plotsummary"">See full summary</a> »
","
Comedy, Drama, Sport            ",https://www.imdb.com/title/tt4967126/
The Boxer,"
A young boxer accidentally kills an ex-boxing champion's brother. He then approaches the ex-champ to train him to become the next champion.","
Drama, Sport            ",https://www.imdb.com/title/tt0075778/
Kallang Roar the Movie,"
Battling the onslaught of a life threatening stage of diabetics, an entire board of unsupportive officials ready to oust him, a record of 12 years of Malaysian football supremacy, Uncle ...                <a href=""/title/tt2385900/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt2385900/
