title,year,certificate,runtime,genre,synopsis,link
American Kickboxer 1 - Duelo Decisivo,1991,R,92 min," Action, Sport "," A kickboxing champion is jailed for a accidental murder with the help of testimony from his enemy - but upon his release, he takes on his nemesis in a winner-take-all fight.",https://www.imdb.com/title/tt0101325/
Awake,IV) (2020,Isn't Available,119 min, Sport ," After abandoning his dream of becoming a shogi pro, Eichi throws himself into creating an AI based shogi computer program and finds a whole new world.",https://www.imdb.com/title/tt13292444/
Safari 3000,1982,Isn't Available,92 min," Action, Adventure, Comedy "," Reporter J.J. Dalton (Stockard Channing) wants to write a story about a gruelling three thousand kilometer auto rally through Africa. When her deal to ride with a driver falls through, she ... See full summary » ",https://www.imdb.com/title/tt0084625/
Church Ball,2006,PG,91 min," Comedy, Sport ", Dennis Buckstead has the hardest calling in his church. Not only has he been asked to coach a group of non-basketball players in his church but the bishop has demanded that he lead the team... See full summary » ,https://www.imdb.com/title/tt0457303/
Bensiz,2014,Isn't Available,85 min," Drama, Sport "," The dream of becoming a professional footballer Necip 1.struggling to get into the league they last is carried to a playoff game. In a tough match at the end of the intervention, his entire... See full summary » ",https://www.imdb.com/title/tt3662954/
The Bear,1984,Isn't Available,110 min," Biography, Drama, Family ", Biopic about the great college football coach Paul Bear Bryant of the University of Alabama.,https://www.imdb.com/title/tt0086945/
Sam,II) (2021,Isn't Available,95 min," Drama, Sport, Thriller "," SAM is a psychological sports thriller. Sam, a 22-year-old elite athlete, finds himself in the midst of a dramatic event with unsuspected sprawling repercussions.",https://www.imdb.com/title/tt15134088/
El moro de Cumpas,1977,Isn't Available,93 min," Comedy, Musical, Sport "," En la ciudad de Aguaprieta, dos caballos son parte del mayor evento de la regiÃ³n. El imbatible caballo Moro de la ciudad de Cumpas se enfrenta al imponente Zaino de Aguaprieta. Dos en una carrera decidida en tan solo 450 varas.",https://www.imdb.com/title/tt0316277/
Punhos de Aço,2008,R,104 min," Biography, Drama, Sport "," The fascinating life story of Sonny Liston, the controversial heavyweight boxing champion of the world.",https://www.imdb.com/title/tt1131747/
Dar Alanda Kisa Paslasmalar,2000,Isn't Available,120 min," Drama, Sport "," Thirtysomething Suat still lives with his parents and works at his father's store when not practicing as goalie for the local football team, Esnaf Spor. The neighborhood's greatest wish is ... See full summary » ",https://www.imdb.com/title/tt0265144/
The Fight Machine,,Isn't Available,Isn't Available," Action, Drama, Sport ", Two young men from different backgrounds find their destinies linked when they meet up in the world of illegal bare-knuckle fighting.,https://www.imdb.com/title/tt2076356/
Agora Sou Tua,1950,Isn't Available,91 min," Action, Romance, Sport ", A former war hero and midget car racer meets his match in a feisty reporter who blames his reckless tactics for an accidental racing death.,https://www.imdb.com/title/tt0043052/
Kano,2014,Isn't Available,185 min," Biography, Drama, History ", A Taiwanese high school baseball team travels to Japan in 1931 to compete in a national tournament.,https://www.imdb.com/title/tt2247566/
Fei chi ren sheng,2019,Isn't Available,98 min," Comedy, Sport ", An old-time racing champion tries to come back to the race track.,https://www.imdb.com/title/tt9597190/
Golfballs!,1999,R,86 min," Comedy, Romance, Sport "," Conspiracy. Power. Sex. Golf? Ah, the Pennytree Golf Club. 18 holes at its finest. If you played there in the late-70's. Now run-down and nearly deserted, only a few faithful duffers keep ... See full summary » ",https://www.imdb.com/title/tt0197523/
On Edge,2001,PG-13,93 min," Comedy, Romance, Sport "," Wendy, Veda, and J.C. are part of Southern California's thriving figure skating community - the bottom part. Luckily this is America, the land of opportunity, where a dream in your heart ... See full summary » ",https://www.imdb.com/title/tt0206184/
Jumeogi unda,2005,Isn't Available,134 min," Action, Drama, Sport "," Tae Sik, a troubled middle aged man and Sang Hwan, a troubled youth will meet in the ring with their respective mission. To change their life.",https://www.imdb.com/title/tt0457007/
Astrid,2021,Isn't Available,60 min," Biography, Drama, Sport ", How do you go from practicing a sport for the first time to the Olympics? From asphalt to snow? From having your foot amputated to winning a Paralympic medal? Astrid is the answer; that's how you do it.,https://www.imdb.com/title/tt12783512/
Home Run Showdown,2015,Isn't Available,94 min," Family, Sport "," Two little league teams take on their coaches sibling rivalry, and end up doing battle in a place the baseball world never expected it: in the outfield of the Home Run Derby.",https://www.imdb.com/title/tt1680311/
Sangkar,2019,Isn't Available,112 min," Drama, Sport "," The road to redemption of a fighter, who seeks forgiveness from the very man he destroyed.",https://www.imdb.com/title/tt9805110/
Worth,I) (2018,Isn't Available,84 min, Sport ," Ricky, a top contender in Muay Thai Kickboxing trains for the title belt, all the while dealing with new relationships, money problems, and family drama.",https://www.imdb.com/title/tt7520980/
Full Contact,1993,Isn't Available,96 min," Action, Crime, Drama ", Luke Powers travels to L.A. to find that his brother has been murdered in a back alley martial arts tournament. Luke enters the tournament circuit to try to flush out his brother's killer. ... See full summary » ,https://www.imdb.com/title/tt0106979/
Pakners,2003,Isn't Available,117 min," Action, Comedy, Musical ", Add a Plot ,https://www.imdb.com/title/tt0365609/
Reggie's Prayer,1996,Isn't Available,94 min," Drama, Sport "," White stars as Reggie Knox, a pro football player who retires, frustrated because he hasn't won a championship. Knox begins coaching a Portland, Ore., high school football program, where he... See full summary » ",https://www.imdb.com/title/tt0117457/
Fast Girl,2008,PG,95 min," Family, Sport "," A young woman dreams of becoming a race-car driver, even though the career claimed the life of her father.",https://www.imdb.com/title/tt0915458/
Touching Home,2008,PG-13,108 min," Drama, Sport ", The true story about a father struggling to make amends with his twin sons as they pursue their dreams of professional baseball.,https://www.imdb.com/title/tt0860870/
As Damas de Ferro,2000,Isn't Available,104 min," Comedy, Drama, Sport ", A triumph over adversity. Based on the true story of the 1996 Thailand National Champion Volleyball Team.,https://www.imdb.com/title/tt0263957/
Game Day,1999,R,106 min," Comedy, Drama, Sport "," Richard Lewis plays coach Steven Adler, a one time high profile division one college basketball coach haunted by the demon of having lost five championship titles. Now he finds himself ... See full summary » ",https://www.imdb.com/title/tt0146786/
"Gatica, el mono",1993,Isn't Available,136 min," Biography, Drama, Sport "," An Argentina film, which narrates the life of Argentine boxer José María Gatica, from his childhood until his tragic death in Buenos Aires in 1963.",https://www.imdb.com/title/tt0106989/
Broad Street Bullies,,Isn't Available,Isn't Available, Sport ," The story of the rough-and-tumble U.S. hockey team, The Philadelphia Flyers, during the 1970s.",https://www.imdb.com/title/tt2226614/
Uma prova de fé 2: Voltando para casa,2019,12,95 min," Drama, Family, Sport "," The Taylor family struggles with drama and heartbreak as they face a football injury, an illness and a career change, all while planning a wedding.",https://www.imdb.com/title/tt6998390/
Duelo Romântico,1946,Isn't Available,85 min," Adventure, Comedy, Romance "," A bookish historian is married to a steely Southern belle who raises horses, an animal that he doesn't care for. However, the cute young neighbor girl doesn't feel that way about him and makes no bones about letting him know it.",https://www.imdb.com/title/tt0038383/
Eyal Hirrifah,2015,Isn't Available,101 min," Comedy, Musical, Sport ", Egyptian comedy about a womens soccer team.,https://www.imdb.com/title/tt5161302/
98 Goo wak chai: Lung chang foo dau,1998,12,114 min," Action, Comedy, Crime "," Youth Teen Fashion, Lifestyle, Sports, Music, Variety and Entertainment",https://www.imdb.com/title/tt0163511/
Hotshot,1986,Isn't Available,99 min," Drama, Sport "," The story of an American soccer player trying to make it big who turns to Pele, the greatest soccer player of all time, for guidance.",https://www.imdb.com/title/tt0091219/
Seve: The Movie,2014,Isn't Available,124 min," Biography, Drama, History "," Despite being blocked at almost every turn in pursuit of the sport he loved, Seve Ballesteros fought against adversity to become the most spectacular and charismatic golfer to ever play the game.",https://www.imdb.com/title/tt3149640/
Papai Foi um Craque,1949,Isn't Available,84 min," Comedy, Sport "," Football coach George Cooper has as many problems managing his football team as he has at home dealing with his daughters, Ellen and Connie.",https://www.imdb.com/title/tt0041350/
Uma Dama do Outro Mundo,1934,Isn't Available,73 min," Comedy, Drama, Musical "," Ruby Carter, the American Beauty queen of the night club-sporting world, shifts her operations from St. Louis to New Orleans, mostly to get away from prizefighter Tiger Kid. Installed as ... See full summary » ",https://www.imdb.com/title/tt0024873/
"Meu Pai, Meu Herói",2013,Isn't Available,86 min," Drama, Sport "," Julien dreams of adventure. But when you live in a wheelchair, such dreams are difficult to fulfill. To do so, Julien challenges his father to compete with him in the Ironman triathlon in... See full summary » ",https://www.imdb.com/title/tt2454430/
Nefutbol,2021,Isn't Available,90 min," Comedy, Sport "," Danya was told from childhood that football is not a woman's business, but she still became the captain of the football team. Here are just her team unexpectedly gathered to close. Only victory can save them.",https://www.imdb.com/title/tt9047564/
